EmployeeID,SSYear,HiringDate,DismissalDate
F80E6CD6-94C3-40FC-B6EA-F4E55F4143D9,0.27,2019-02-01,NULL
AF933C43-38DF-40FB-858C-F4F7F5B0D0E6,5.53,2008-10-01,2014-04-01
6668D608-D73C-445A-87AA-F4F9C19470FD,5.08,2014-06-01,NULL
2D9202AB-0775-4C92-B782-F4FD3016D66C,4.83,2014-09-01,NULL
1EA57AD5-BF38-4E7D-BF4B-F5045BD688DD,4.67,2013-12-01,2018-07-01
264973C9-76D6-4372-A316-F50A4AB45C41,1.08,2018-06-01,NULL
EC9427BE-0CD1-4BC8-8469-F50A7DA7C23F,0.25,2018-11-01,2019-02-01
33A03CB5-4652-47DF-9C7D-F50C30DE48DE,1.75,2017-10-01,NULL
DC8D2EDC-2D35-4BFD-9355-F50CB205A3B3,1.00,2018-07-01,NULL
34189E97-A6EA-4910-81CC-F50E16B166EB,3.58,2015-12-01,NULL
8934A17A-130F-43CE-986C-F50E70ADDF50,3.01,2012-09-01,2015-10-01
E0D818FA-85EA-444C-B8C9-F511D69484E4,0.58,2018-12-01,NULL
C1D01ECD-E3EA-43F3-AAD0-F51552683825,3.58,2015-12-01,NULL
DF9E4026-2F03-4326-A37F-F51D5F07A166,0.23,2019-03-01,NULL
3EDED0BC-716F-43D7-9EEB-F52ADC8AC8AC,4.92,2014-08-01,NULL
5FA13AF7-A5BA-4361-A1E4-F52B7D93E2EB,8.42,2011-02-01,NULL
6560030D-8DA9-4811-97EB-F52B825AD152,3.83,2015-09-01,NULL
869EB059-8734-4F4E-B721-F52E89EBA01F,0.50,2018-07-01,2018-12-01
7C954938-C89E-4C03-AC09-F534D40A5E9A,1.42,2018-02-01,NULL
232C1A9F-2ACF-4A3A-861E-F53714B80D29,1.25,2018-04-01,NULL
1F62D1DE-53C3-4F14-A9DC-F5375308CA9B,1.39,2014-03-01,2015-07-01
3168A6CE-651A-4ED6-ABED-F5387F077E85,5.67,2013-11-01,NULL
DE400167-A0A3-4495-A066-F5409ECFAB55,1.00,2018-05-01,2019-04-01
60133F41-CB0B-45BF-8F49-F542EDA230EB,0.14,2019-04-01,NULL
D8573BAA-E43A-4008-BAF5-F54735C4BCE2,3.42,2016-02-01,NULL
0C9C0E01-EFAE-4B38-AEF3-F54868FBA5F3,0.67,2018-11-01,NULL
2DD20B20-8B29-401C-8D75-F54AEA9F30A9,1.16,2016-04-01,2017-06-01
01A07010-BA3B-4F00-B783-F54C4AD76A51,3.50,2016-01-01,NULL
389A5340-2E6E-458A-802E-F54FA55E887C,4.58,2014-12-01,NULL
B08459D6-D0D9-44CA-A15B-F551DC1D09F2,0.17,2015-01-01,2015-03-01
6A11BF9F-A49B-42DD-9E43-F552924A7CC4,7.58,2011-12-01,NULL
FCDD8411-1D0D-41B2-B4C0-F561DD176FB6,1.21,2016-02-01,2017-04-01
259D67C3-AE7E-49D0-ACD7-F56BE312847C,1.00,2018-05-01,2019-04-01
F1474F1C-D7B0-4E50-98F6-F56E02391AC9,0.36,2015-05-01,2015-09-01
449B98A2-A40D-42A9-92B6-F56F50D0B656,0.97,2015-09-01,2016-09-01
C6C86E93-AA41-40DE-8D7B-F5706161942C,0.82,2016-01-01,2016-10-01
EE7CE474-0A71-4E74-9B3C-F572B017EBA5,3.58,2015-12-01,NULL
988EB56A-EF13-4527-91BC-F578ADCB263C,2.33,2017-03-01,NULL
FA4ABBF1-D6BA-4CE8-8EF1-F583E96A140E,2.08,2011-12-01,2014-01-01
200E3F65-8504-4BCD-810D-F58C08949CEB,2.25,2017-04-01,NULL
E3EC2F89-CF0A-436F-95E0-F598C3D49344,0.21,2019-03-01,NULL
F5520972-2916-4AC1-963E-F59DEF31BC1E,0.25,2018-02-01,2018-05-01
778D3CA4-D253-43E2-9281-F5A2107C2457,0.24,2019-03-01,NULL
B3F65B35-F19D-4C4A-BE8D-F5ACCCD3944E,0.58,2018-12-01,NULL
02B39146-E71A-48F4-8108-F5AFF23641EC,0.18,2017-05-01,2017-07-01
5AC61EFA-2183-4462-B56C-F5B325FAADA4,13.75,2005-10-01,NULL
A76E0CC5-904B-4B64-BD9B-F5B9BFA6D7A2,0.24,2018-04-01,2018-06-01
AFE00C88-DB15-4B87-A957-F5BB739F8939,12.17,2007-05-01,NULL
E228393B-7EA2-48C4-AE9C-F5BD511FB51E,2.58,2016-12-01,NULL
8D620E95-05CB-4103-B7F4-F5C093B181DE,0.18,2016-03-01,2016-06-01
87A388C1-2BC5-45F1-9E67-F5D5C0D3177C,0.07,2019-05-01,NULL
20DEC750-E4F0-4D4A-B561-F5DE4B0599A7,8.58,2010-12-01,NULL
C4312B92-213D-4C05-95E5-F5DF24B22542,6.25,2012-05-01,2018-07-01
F634A857-34DD-4A04-B90E-F5DF92088FF4,0.25,2019-03-01,NULL
7435D0D9-A577-4E1C-AE4B-F5E6CC8E2322,1.25,2016-07-01,2017-10-01
B8E19284-E2DF-4FD6-99AF-F5E86CFB4CAF,1.83,2017-09-01,NULL
EDA4A065-4F7C-4CDC-BA04-F5F0665AA89A,3.25,2016-04-01,2019-06-01
29556347-8F85-4AC3-9584-F5F4BC839FCF,2.00,2017-07-01,NULL
8A371BE4-9769-4517-8B3B-F5FA39B3B6A1,1.19,2016-03-01,2017-06-01
508868D4-8DD8-4D9A-908B-F600665B135B,1.50,2016-10-01,2018-03-01
284CAF74-A7E1-4AF0-8FD9-F6040B072729,1.50,2018-01-01,NULL
69100EDD-D1A7-47AC-8B8F-F6047121C229,13.11,2004-10-01,2017-12-01
26777556-7581-49CE-A058-F607FDF136D4,0.58,2018-12-01,NULL
5BFA5896-29C8-463F-A1AF-F61379E5D32E,0.91,2016-11-01,2017-10-01
7267DA85-128C-4979-AAD5-F6138298904E,1.17,2018-05-01,NULL
459B6691-694C-4F95-9AF2-F61EEA333B30,2.08,2017-06-01,NULL
D45370CA-1112-4544-8F92-F61F3BCE94DD,2.58,2016-12-01,NULL
B2F3A2BB-78C4-400C-9782-F620E5A79D82,2.10,2014-02-01,2016-04-01
28F9016C-3CFE-47C3-929B-F6214928859E,12.42,2007-02-01,NULL
62A3C310-7C13-4A01-9DFF-F628D5D5B8F1,4.65,2013-04-01,2018-01-01
6F612624-7D5F-404B-9EB0-F62BD9613606,1.79,2015-12-01,2017-10-01
8907593D-75C4-4D3E-9EFB-F62C702E86BF,4.92,2014-08-01,NULL
69A1304B-965C-4FE4-9A93-F62CFA234038,1.08,2017-12-01,2018-12-01
72126D01-47B5-45F9-87B8-F62F0E10E6D0,3.11,2012-01-01,2015-03-01
651E8BF0-4028-4F2E-94C6-F63465E36C75,0.33,2019-02-01,NULL
8CF0EEAE-7D4F-45A5-955A-F63B217CA91D,5.50,2015-11-01,NULL
0F15058F-4DA4-4DCA-9F5E-F63D388EB32E,1.17,2017-11-01,2018-12-01
A8A3BC5F-A54A-4EEA-880F-F63FEF6CCF4F,0.24,2014-02-01,2014-04-01
DCF98A08-F6A3-48A0-89A8-F641C3F27A1E,1.50,2018-01-01,NULL
00D3ECED-3BE2-4667-8062-F6424A7F984C,2.17,2018-09-01,NULL
EDA384ED-59A9-425F-BCA9-F6432E019F0B,3.92,2015-08-01,NULL
3B7F257C-D6DA-4A13-9E32-F6443C8DD7FC,3.25,2016-04-01,NULL
F5AB3E06-C06C-4C0A-89E1-F64845353470,15.10,2004-03-01,NULL
66A2DCCC-0EF1-4B7E-A2A1-F651838310E3,5.08,2014-06-01,NULL
1504A835-9DF7-4635-A9F8-F653607061F7,0.22,2014-10-01,2014-12-01
E47DAF2D-5A54-4D5A-9614-F655DF7FA3DB,4.17,2018-06-01,2018-11-01
A438B7A4-1758-499A-AF86-F65895405D77,6.00,2013-07-01,NULL
1BC96EF0-4244-4C18-A0D4-F662641F0C21,0.58,2018-12-01,NULL
FE962366-9FA2-40EE-8E5B-F67DF3122C4F,0.34,2019-02-01,NULL
CBFB380C-C8B7-4113-955E-F67E9867B359,4.08,2015-06-01,NULL
E3BD4876-1F03-48C1-AD1B-F680023CB840,0.36,2016-10-01,2017-02-01
30A432B8-0B0D-4F5C-8054-F684D0AC55E3,2.17,2018-05-01,2019-05-01
0CF87794-F9BF-4FEC-876D-F68E6A7AB454,1.17,2017-02-01,2018-01-01
6FAB2DAB-3527-4210-935E-F690134F6B46,17.82,2001-06-01,NULL
E5F6D38D-3B98-4B2E-B39F-F69629A955D6,0.19,2019-03-01,NULL
1B8574B9-C994-4A9E-A17F-F697815BA747,1.58,2018-11-01,NULL
5DA2BA0A-C154-41D8-A5F8-F69921C94923,1.83,2017-09-01,NULL
D563CAEA-27F1-48F4-8959-F69C22853951,2.33,2017-03-01,NULL
4680F162-A9BC-4278-8F07-F69E77AB7E97,0.92,2017-09-01,2018-07-01
83D94E88-745B-4FFF-96C3-F6A62F3AF770,0.18,2014-07-01,2014-10-01
51FD5C58-53AD-48A1-93E9-F6A8CD9FE0CC,2.67,2016-11-01,NULL
7550EBE4-BD20-4192-A5AB-F6AAF89D352B,6.08,2013-06-01,NULL
B9D55911-D43B-487A-A6D9-F6AC2E98001E,4.83,2017-03-01,NULL
D424DBB4-803E-4A1D-8714-F6B1E667A80C,0.05,2017-08-01,2017-09-01
1C1CE497-EAC2-4CBA-9EA5-F6B692494C47,0.58,2018-12-01,NULL
6157D8F3-A51F-440A-ACB9-F6BB1BA5A643,1.42,2017-09-01,2019-01-01
0371DB34-D960-48C9-9417-F6BB7B713476,0.75,2018-10-01,NULL
D53334B9-770C-494C-8D90-F6BCE649A1E9,0.21,2018-05-01,2018-08-01
A5B461CD-82CD-47C0-9052-F6BCEA5FF281,0.50,2019-01-01,NULL
4EDACE38-2BA8-4A75-B540-F6BD737F7458,13.00,2006-07-01,NULL
E38F786F-7C26-4180-97A9-F6BFC0758D86,2.27,2014-01-01,2016-05-01
10341DB3-A9B4-4476-9BFB-F6CE969533E3,0.50,2019-01-01,NULL
E24FAFDA-A560-4D89-BF3A-F6CEA19246F5,1.92,2017-08-01,NULL
F5D2E1DB-2D5A-496A-A17B-F6D046014FD4,1.27,2013-05-01,2014-08-01
ED6A2FB8-F789-47B1-A3D6-F6D35B58687B,5.00,2017-09-01,2018-09-01
8725CA89-691E-4E28-8B6B-F6D657A556D5,0.83,2018-09-01,NULL
FAF005CD-AB1E-44B7-B2AB-F6DD1838531F,1.08,2018-06-01,NULL
BBC64374-DF65-4885-A9C1-F6E7E369C368,8.83,2010-09-01,NULL
DDEA6691-A192-4EE6-9119-F6EE26E15AE6,0.08,2019-05-01,NULL
7B9785E9-FEE2-4D12-94AB-F6F7D84E2E3B,0.28,2019-02-01,NULL
64EA7C3C-3C33-454F-BF4A-F70707D0CEA1,0.34,2015-06-01,2015-10-01
D9D9CF4F-326F-4108-89AD-F71942644169,0.26,2016-07-01,2016-10-01
547024E4-5366-4898-97AE-F71BE14CB45E,0.34,2018-01-01,2018-05-01
548B1EC8-82CA-462E-B447-F722883E0BCD,1.83,2017-09-01,NULL
514CE5B1-9A22-468A-A989-F722E8459446,5.95,2011-04-01,2017-04-01
BD069D10-14C2-4F7E-8E3C-F7382925A57D,4.83,2014-09-01,NULL
5AC4111E-1B5A-407F-B66A-F73BEDF5284E,2.85,2014-08-01,2017-06-01
EC4BB041-06AC-4591-9C60-F73D933F11C9,4.08,2015-06-01,NULL
B1BA8738-24E4-4F28-BED0-F74097208614,7.58,2015-07-01,NULL
A2B03F43-9973-453C-BD6B-F7410F72C5FD,0.72,2013-07-01,2014-04-01
DC893453-88B5-4275-9D14-F7439EBE9F3D,0.05,2019-05-01,NULL
745B1186-CB50-4970-BAF6-F74733DA609C,2.42,2017-02-01,NULL
5A970DF1-ED97-43E3-BD1B-F753DF1351E7,1.17,2017-05-01,2018-06-01
AD8F1846-FE4A-4687-BB88-F754C15A11B5,2.75,2018-03-01,NULL
7340E932-2A74-4185-9DA0-F75583B6E8C0,12.42,2007-02-01,NULL
D85E85AB-D6ED-4850-A4FF-F75795098EA8,1.14,2014-08-01,2015-10-01
9B53DE5C-1213-409F-A0DB-F75BA78198D4,1.17,2017-06-01,2018-07-01
CF2D7C91-A933-4932-B5E7-F762C9D87C01,0.35,2015-08-01,2015-12-01
C4ACEE83-28A2-4B05-827B-F76C4716F85C,0.58,2018-12-01,NULL
B357B63B-9F76-490A-82F9-F77080E25E95,0.12,2016-05-01,2016-06-01
FC0B8F7D-15A2-4F9B-858A-F776CA12AD3F,3.67,2015-11-01,NULL
295859D5-2FCA-4F68-A162-F777316A9A22,2.42,2017-02-01,NULL
B29C81E9-D053-4E0A-80C6-F7797E831F0E,5.86,2008-10-01,2014-08-01
D9CA3309-02A9-4D7A-9F3F-F7820BAEFB56,0.50,2019-01-01,NULL
8565F738-2331-4F62-A4B6-F7837AD586BC,1.83,2017-09-01,NULL
29EF0A56-905A-4F3D-A598-F78580B119F6,0.33,2019-02-01,NULL
0D37C4A8-724B-43E9-BF31-F79253CECB9A,0.58,2018-12-01,NULL
C3B8C15F-3063-45F9-9FB4-F794E4983E35,2.17,2017-05-01,NULL
9B2753A3-3225-4C4C-865B-F79DF3E5BEFE,0.15,2014-12-01,2015-09-01
91B82E12-9DA9-4A13-B820-F79F380C1B0B,0.75,2018-10-01,NULL
7E595FB1-A948-4180-981D-F7A69CA37D6B,4.00,2015-07-01,NULL
9ECF771F-388C-47EB-A9C1-F7A78BDC7A71,0.50,2019-01-01,NULL
A68F63D8-0767-42FF-8AE8-F7A821724C3D,7.92,2011-08-01,NULL
63524E07-53FC-49EE-921D-F7AFA02CD86F,5.58,2013-12-01,NULL
465C15EA-DADC-4920-A852-F7AFB673FC42,3.42,2016-02-01,NULL
E8674908-B477-4B18-914A-F7B739223A85,19.33,2000-01-01,NULL
D768E2CA-C989-4848-B3DD-F7B87D9EAA0C,1.92,2017-08-01,NULL
2E439058-5939-4627-8119-F7B8B03E3E8D,0.98,2017-07-01,2017-10-01
57A8FE0F-8C09-4F74-B53C-F7BB67213D34,5.83,2019-04-01,NULL
B19828F7-4272-49B0-9901-F7C451746E54,1.48,2015-09-01,2017-03-01
AAADFFC1-EFAB-40F4-BD00-F7C5D747595F,7.25,2012-04-01,NULL
9769493A-1F6E-4077-BD16-F7C94FE5ACD2,4.58,2014-12-01,NULL
F6651AC7-C5B5-4F7C-A8C2-F7CBC1D04AB5,0.83,2018-01-01,2018-10-01
0F0015B9-AE84-40EE-8CB4-F7CF7459CFA7,1.58,2017-12-01,NULL
3ED292CC-43EC-485D-869C-F7D2AEF297FB,1.36,2013-07-01,2014-12-01
7B403DA1-E4FE-4E20-ADA8-F7D5420DA5D8,0.32,2019-02-01,NULL
8A4FE2BF-936A-4A93-899E-F7DBDF6EAECB,4.00,2015-07-01,NULL
FDBCF382-47B0-4C0A-A5D6-F7E289F2D518,0.05,2019-05-01,NULL
1534B3E0-7A00-463C-84D6-F7EA8C01389D,6.25,2013-04-01,NULL
11A14FBF-93DE-45CD-B6BB-F7F3F2A39605,0.58,2018-12-01,NULL
534F5894-AD43-4BCE-A138-F7F527408999,0.58,2018-12-01,NULL
A59D5991-758B-4858-9639-F7FA2561B46A,0.45,2016-04-01,2017-10-01
C34EAC6D-D186-441E-8C8D-F7FA7848A89C,1.83,2017-09-01,NULL
F754DA3C-1736-4D09-8193-F7FAEDDBC89A,3.33,2016-03-01,NULL
BC88D7F0-CDF7-420E-804E-F7FD4F6AE5F1,2.25,2017-04-01,NULL
5332EE8F-A8DF-4D81-A073-F804278C8BC3,5.17,2014-05-01,NULL
18D664E3-8E90-4246-AEE6-F80AED81D4BD,6.92,2012-08-01,NULL
00C39A7C-1D4A-4B53-BC58-F80B2CF58651,0.18,2019-04-01,NULL
5D2B7E98-BDF6-4C77-90E8-F80C06ACAA69,5.67,2013-11-01,NULL
386CA6BF-C410-47B9-BE81-F80E2730D290,0.30,2019-02-01,NULL
F893A540-0C49-4AF7-949C-F80E2EA5523D,3.42,2016-02-01,NULL
6FA9425B-E838-4299-81F5-F80FFC4686D6,3.08,2016-06-01,NULL
319C9617-D6ED-4DF1-968F-F820721911F8,0.28,2018-08-01,2018-12-01
CF1BC40D-E2D7-4092-96A9-F8236B228C0E,2.98,2014-09-01,2017-09-01
9CDE78C9-ED56-4E95-AE89-F8241B3FDB76,0.15,2017-10-01,2017-12-01
725227C5-23CE-4F74-9213-F83190BB4BAA,0.75,2018-05-01,2019-01-01
25E0A42A-873E-47C6-A9D4-F838DF6C26F4,0.23,2018-11-01,2019-02-01
7D6E6DB4-D8FD-4308-A65A-F83AB8A5A595,12.30,2009-10-01,NULL
B52DDEB1-E279-4251-964C-F83B9F81A447,1.21,2013-10-01,2015-01-01
1C34D3A1-EDD9-47E3-AB83-F83D839934EB,2.92,2016-10-01,NULL
7EBE344A-0B87-4AE5-953C-F83EEB428363,6.92,2012-05-01,2019-03-01
A0A4D058-1530-48E3-9DD2-F83F67E268DA,0.67,2018-11-01,NULL
A8EF2BCB-D9A8-408A-9DD3-F84692AAB25C,1.50,2018-01-01,NULL
DA240176-0ECC-4DCC-BDBE-F8481B90CAD8,1.50,2018-01-01,NULL
4BF14E4B-EAD9-4E69-B137-F84DF90ABE92,0.53,2014-01-01,2014-07-01
5C093A90-1D44-4CC6-BF29-F84E0A39C94E,0.83,2018-09-01,NULL
8EAAFA63-DDA3-46B4-B140-F84E31E10245,8.83,2009-10-01,2018-07-01
8DF5EA99-5C7A-4220-843D-F8520B287731,2.75,2016-05-01,2019-01-01
E2C0FBB6-E051-446A-BBA2-F85A1512B178,1.92,2017-08-01,NULL
D0D64A9B-D35D-4D3D-A692-F85B0B7E56CA,3.92,2015-08-01,NULL
1FFED538-9E1C-463B-A1B8-F860378B5726,2.34,2015-05-01,2017-09-01
92CD8841-432A-4C46-A0CB-F861AD200377,2.92,2016-08-01,NULL
8A86E79F-3903-40FE-AE0E-F868454585F0,9.17,2010-05-01,NULL
CA18CB12-2CA3-4AFD-8993-F8771781D3BD,0.24,2016-05-01,2016-08-01
E999DAA5-D666-4BF1-A6E2-F879CB652602,0.01,2019-06-01,NULL
C5C124FE-0B36-47C2-8216-F88E28A70A79,2.83,2016-09-01,NULL
974B64D1-4892-4C5E-A833-F88F10FC8D2B,0.03,2019-05-01,NULL
785139A8-5A25-480A-BD24-F89229253C4B,1.42,2018-02-01,NULL
440F48E6-3F9F-4353-AEC1-F893082CD771,0.83,2018-09-01,NULL
A236AD58-651C-4837-824B-F893D82CFF63,1.67,2017-11-01,NULL
683D173F-01ED-4D02-9DCA-F894268F228F,1.50,2018-01-01,NULL
89292746-A572-42FB-ACE4-F89435152C96,2.00,2017-07-01,NULL
EDCEC623-A4D6-48C0-B21F-F8A1A68510B6,3.58,2015-12-01,NULL
80C5DD0B-8E5E-486B-9467-F8A24DCA47C2,2.33,2017-03-01,NULL
669FC2BD-810F-4B3E-AAF3-F8A39922B94B,1.50,2018-01-01,NULL
C7A8B48C-C6FD-466D-96D7-F8A45D9E636A,11.67,2007-11-01,NULL
53D2B355-EBD1-45CD-816B-F8A56EEF0488,4.83,2014-09-01,NULL
092F8C59-83DD-4354-917A-F8A88F98F9C8,1.67,2017-11-01,NULL
72FC67EA-B088-45B8-8ABD-F8AD3A282B0B,0.50,2019-01-01,NULL
2019A987-B4BE-41CC-9575-F8B33DF8656A,0.75,2018-10-01,NULL
D6365AA7-0607-496E-A6D9-F8BA0887D137,1.00,2018-07-01,NULL
A522F6C6-7AA3-44AB-BBB3-F8BC03AD39C8,0.83,2018-09-01,NULL
05696BCC-03E9-45D9-8910-F8C1792E51AD,0.21,2019-03-01,NULL
D0136D8F-2827-499A-8404-F8C5F6C27576,6.00,2013-07-01,NULL
2862851A-E315-406C-B614-F8C67A787D24,6.25,2013-04-01,NULL
6586C14D-87E0-4C44-BED1-F8C853098755,0.23,2018-05-01,2018-08-01
168136B3-24ED-4298-88DE-F8C9A3E99388,0.75,2018-10-01,NULL
260AE87B-FFD0-4D07-9276-F8CA76B7BA87,3.75,2015-10-01,NULL
BDE373F0-92BA-4F13-993D-F8CD317B8738,0.58,2018-12-01,NULL
112EC9F3-3FEE-4B4D-AECD-F8D0C2C852C0,1.75,2017-10-01,NULL
F0114FF6-2510-4C7E-9CF5-F8D101642CDA,5.58,2013-12-01,NULL
FD9E7A9C-756C-42E2-9A49-F8DA3C99C019,6.42,2013-02-01,NULL
12FA9D40-E4B9-4EAD-97C2-F8DAFC8CD502,2.56,2013-11-01,2016-06-01
514C5475-CF18-47CF-897B-F8DB19FDC551,0.04,2018-11-01,2018-12-01
2BE64A9B-3FD2-4FF7-9D04-F8E0FF29BB3F,2.17,2017-05-01,NULL
2DEB5908-CEDE-4FFC-AB66-F8E3F7863F2E,5.50,2008-11-01,2014-05-01
AF15FB88-A3C0-444D-B2CE-F8E62B41680F,8.92,2014-02-01,NULL
3E31424A-E71B-482D-8DA6-F8F0F10C8A2B,0.21,2019-03-01,NULL
29D57C2C-C50C-450F-946D-F8FA7B6FFF01,2.17,2017-05-01,NULL
35E3DA36-AD94-4B45-A5A0-F8FB9EC91C10,3.00,2015-03-01,2018-02-01
A9B18F68-403F-4D59-9D70-F8FC740C461E,0.25,2017-02-01,2017-04-01
EC84D09E-165F-4279-A155-F8FD545E7337,0.45,2014-10-01,2015-04-01
75B6BB68-4253-479F-BAE3-F8FDF1EA2CD0,0.62,2013-09-01,2014-05-01
F3048277-CB2D-4308-AF4B-F8FFCE687006,0.27,2019-02-01,NULL
DA13A038-33FB-4707-A7EE-F901908B0CE2,2.58,2016-11-01,2019-05-01
054EFF47-E83D-484D-9318-F902986BD8CC,0.28,2019-02-01,NULL
F37C94AA-D85E-4A88-BA6E-F90A1D89AD03,1.41,2015-05-01,2016-10-01
0B105B8A-D848-4BD2-A0D7-F90F0FE90E1D,5.83,2013-09-01,NULL
9EC5DCB5-7E6B-4B72-8583-F9210C9673E8,2.42,2017-02-01,NULL
46D68F64-C6A4-489F-8931-F92655466884,2.45,2014-07-01,2017-01-01
41771D39-AE76-48A3-8C79-F92ABBA5165A,2.50,2017-01-01,NULL
BCBE3638-1D12-4002-9988-F92BD39FD1A7,1.25,2018-04-01,NULL
5E4A934E-E015-466A-9247-F92C31C5C8D6,1.58,2017-12-01,NULL
AB738F24-9F83-4861-BBE5-F92D59B6054D,4.47,2010-09-01,2015-04-01
C977772A-3BE7-4A39-9DAD-F92F7798DBAC,1.92,2017-08-01,NULL
1C50EBCF-2559-46D1-A32D-F930E33428A1,1.24,2014-08-01,2015-11-01
A1680BFA-FB46-41F2-8586-F9361BA02FEC,0.15,2019-04-01,NULL
9A595219-6654-41D9-9819-F937DD6AA2B0,18.05,2001-04-01,NULL
F79B06AC-803C-42A3-B12E-F93B4A2244DA,0.67,2018-11-01,NULL
F563BDDA-C1CC-4A3B-805E-F93D6E1BD887,0.18,2019-04-01,NULL
412C3AB1-15F0-49B3-9C32-F9408EB0AECC,5.50,2014-01-01,NULL
602C0CFF-BC15-4D8F-B0DE-F944BBAAC9F8,1.67,2017-11-01,NULL
72417315-7218-4BAE-AF2C-F945BA2FE85E,0.67,2018-11-01,NULL
9E2329EA-9D38-42DF-9A45-F94A2F7BACB1,1.08,2015-09-01,2016-10-01
7C8CD8FF-06AD-4C7E-BB5D-F94AAE023161,2.75,2016-10-01,NULL
474BA572-CC67-4210-8BA8-F94CCE607C2E,1.92,2017-08-01,NULL
95DEBB34-8C35-4B08-A9CB-F9522C25923C,4.75,2014-10-01,NULL
4F42125B-D18B-4B2A-AB54-F9567AEBDF77,2.42,2017-02-01,NULL
9082AEDF-9D70-409F-BEA0-F957A6AD1B6A,0.16,2019-04-01,NULL
69F59039-07F5-4ABC-840B-F959FFAE0914,0.30,2019-02-01,NULL
FDF592F3-8923-42DC-B9FE-F95BCE68AB0C,1.67,2017-11-01,NULL
1A5B621B-DC4B-4205-8721-F95E4FF48364,4.17,2015-05-01,NULL
4C21C68A-5425-4A06-8441-F95F9D2180DA,2.27,2015-07-01,2017-11-01
97A9FA5D-7643-4541-9AB4-F96E1B8BB6DE,0.16,2019-04-01,NULL
4D07913D-11B1-49F8-84A0-F9742FD4C8B1,0.92,2018-08-01,NULL
6A03D1CF-D325-4A88-B722-F981A24821A7,0.36,2018-06-01,2018-10-01
D7CD68A1-4197-4D5E-B371-F986C5E555F3,4.92,2014-08-01,NULL
FA88DF60-0729-4A64-8CDA-F98775B20165,0.82,2016-11-01,2017-09-01
F119AB1B-B409-42F6-A752-F988A3ADEC40,6.33,2013-03-01,NULL
6519B223-9727-40D7-BC38-F99751F527F6,1.83,2016-06-01,2018-03-01
0D2273FF-8150-43FD-8579-F9981F067EDE,1.42,2018-02-01,NULL
12ABB6A2-5139-4E92-B6A2-F9A1B1EEE5AE,1.25,2018-04-01,NULL
5C82B79B-6C80-4FC4-B58E-F9A8A149A49A,0.69,2016-02-01,2016-10-01
DFFE5C05-8A8E-46B9-987A-F9AF4841D07C,1.21,2015-06-01,2016-09-01
41978240-6D32-4EAA-974E-F9B1A4C2BC74,2.25,2017-04-01,NULL
F71BABCC-A2E1-4E95-988C-F9B24635B162,3.00,2016-07-01,NULL
1B4BF6FB-7E4B-479A-BE32-F9B3C7219A52,0.95,2015-12-01,2016-11-01
FCB5F48A-F448-4719-AFF8-F9B6F87AAE90,2.27,2015-06-01,2017-09-01
4E32FF2B-CC2A-44C8-BDCD-F9BA02447E55,1.25,2018-04-01,NULL
9EDAB2CD-595F-4F4F-9A3B-F9C07372204B,1.00,2018-07-01,NULL
C76CB4A0-CAFF-4F1D-A17A-F9CDE7DB7AAC,0.29,2019-02-01,NULL
4DC0D96A-8C2E-4B7D-8CEB-F9CE2CC42DA7,5.00,2014-07-01,NULL
A508CABD-CC1C-4CF7-BDB7-F9DFBF183D66,2.18,2014-08-01,2016-10-01
30E5C537-7CE3-4DA8-B9A1-F9E32964AAFC,3.67,2014-11-01,2018-06-01
122181C5-62CF-4CD4-89B3-F9E55BD9B749,2.25,2017-04-01,NULL
58E7A0ED-3A1B-4D9C-AAF2-F9E6BAC880C1,2.52,2012-04-01,2014-11-01
F0B760F3-F568-4409-8D6B-F9ECE383FC09,4.25,2015-04-01,NULL
00B09275-598C-45C6-A1A3-F9EDFFCC4C9B,17.50,1998-02-01,2015-09-01
8DDABDB4-B19C-4437-BF96-F9EEB678761B,1.00,2018-07-01,NULL
7F819148-5C87-41C2-8206-F9F7AAAD4761,2.31,2015-09-01,2017-11-01
F09EA1B1-1E1E-4757-8218-F9F8B88C99AD,4.58,2014-12-01,NULL
EB8F2896-88FA-427E-85C9-F9F8EB9197ED,5.38,2011-10-01,2017-03-01
0E3A155E-973A-4892-A1B9-F9FB1189B420,1.92,2016-04-01,2018-02-01
01D46824-D390-4B47-8EFE-FA0185FB717E,2.75,2016-10-01,NULL
AF2AADFA-DDEC-4895-A398-FA026FD7B235,4.00,2015-07-01,NULL
6BF90EB5-4F16-474F-B757-FA0BA65FFD14,0.02,2019-05-01,NULL
D263EA48-E784-481C-9F48-FA0F7788AD6E,1.25,2018-04-01,NULL
F50AC758-6F15-4998-B8FD-FA10ECAB5993,0.92,2018-08-01,NULL
5814B04B-0C6C-4BF6-9693-FA11ED2A200E,1.43,2013-10-01,2015-03-01
FE1163DE-E537-4FD0-9766-FA17242B461A,9.17,2010-05-01,NULL
58DE9793-49C0-45A4-A772-FA1AD799EDC8,4.08,2015-06-01,NULL
A812A8B3-0D7C-43E7-836D-FA20FE0A1A8F,0.83,2018-09-01,NULL
9C7373B2-79EC-410C-B91F-FA275ABD90F2,6.00,2012-11-01,2018-10-01
D43855E1-0659-4130-8A51-FA2AFDD61FEF,0.50,2019-01-01,NULL
E0E864A6-CA33-43C2-930C-FA2CF1629EDD,0.27,2017-04-01,2017-07-01
